Rating,Subject,Word,Naive,Language
3,JH,apple,notNaive,notEnglish
2,JH,spider,notNaive,notEnglish
5,JH,swan,notNaive,notEnglish
2,JH,butterfly,notNaive,notEnglish
4,JH,goat,notNaive,notEnglish
4,JH,fox,notNaive,notEnglish
3,JH,melon,notNaive,notEnglish
6,JH,donkey,notNaive,notEnglish
2,JH,asparagus,notNaive,notEnglish
4,JH,pigeon,notNaive,notEnglish
3,JH,bunny,notNaive,notEnglish
1,JH,clove,notNaive,notEnglish
1,JH,paprika,notNaive,notEnglish
1,JH,olive,notNaive,notEnglish
6,JH,horse,notNaive,notEnglish
2,JH,pineapple,notNaive,notEnglish
6,JH,moose,notNaive,notEnglish
3,JH,banana,notNaive,notEnglish
1,JH,lemon,notNaive,notEnglish
7,JH,lion,notNaive,notEnglish
6,JH,pig,notNaive,notEnglish
3,JH,grape,notNaive,notEnglish
2,JH,pear,notNaive,notEnglish
1,JH,mustard,notNaive,notEnglish
1,JH,ant,notNaive,notEnglish
1,JH,wasp,notNaive,notEnglish
4,JH,sheep,notNaive,notEnglish
4,JH,woodpecker,notNaive,notEnglish
3,JH,orange,notNaive,notEnglish
6,JH,vulture,notNaive,notEnglish
1,JH,strawberry,notNaive,notEnglish
3,JH,dog,notNaive,notEnglish
3,JH,chicken,notNaive,notEnglish
2,JH,mushroom,notNaive,notEnglish
5,JH,monkey,notNaive,notEnglish
2,JH,tomato,notNaive,notEnglish
4,JH,mole,notNaive,notEnglish
4,JH,badger,notNaive,notEnglish
3,JH,potato,notNaive,notEnglish
3,JH,snake,notNaive,notEnglish
5,JH,camel,notNaive,notEnglish
1,JH,radish,notNaive,notEnglish
3,JH,magpie,notNaive,notEnglish
1,JH,mouse,notNaive,notEnglish
5,JH,gull,notNaive,notEnglish
6,JH,crocodile,notNaive,notEnglish
1,JH,bee,notNaive,notEnglish
1,JH,almond,notNaive,notEnglish
3,JH,broccoli,notNaive,notEnglish
3,JH,carrot,notNaive,notEnglish
2,JH,gherkin,notNaive,notEnglish
5,JH,shark,notNaive,notEnglish
3,JH,avocado,notNaive,notEnglish
1,JH,blueberry,notNaive,notEnglish
5,JH,dolphin,notNaive,notEnglish
3,JH,cat,notNaive,notEnglish
4,JH,beaver,notNaive,notEnglish
7,JH,elephant,notNaive,notEnglish
2,JH,apricot,notNaive,notEnglish
4,JH,tortoise,notNaive,notEnglish
4,JH,goose,notNaive,notEnglish
2,JH,squid,notNaive,notEnglish
5,JH,lettuce,notNaive,notEnglish
4,JH,squirrel,notNaive,notEnglish
1,JH,cherry,notNaive,notEnglish
7,JH,whale,notNaive,notEnglish
5,JH,eagle,notNaive,notEnglish
2,JH,eggplant,notNaive,notEnglish
2,JH,hedgehog,notNaive,notEnglish
2,JH,kiwi,notNaive,notEnglish
2,JH,bat,notNaive,notEnglish
1,JH,blackberry,notNaive,notEnglish
5,JH,stork,notNaive,notEnglish
5,JH,reindeer,notNaive,notEnglish
2,JH,cucumber,notNaive,notEnglish
3,Sa2,goose,notNaive,English
3,Sa2,magpie,notNaive,English
2,Sa2,lemon,notNaive,English
4,Sa2,snake,notNaive,English
1,Sa2,olive,notNaive,English
4,Sa2,tortoise,notNaive,English
4,Sa2,gherkin,notNaive,English
5,Sa2,dolphin,notNaive,English
4,Sa2,chicken,notNaive,English
5,Sa2,sheep,notNaive,English
4,Sa2,eggplant,notNaive,English
1,Sa2,ant,notNaive,English
5,Sa2,carrot,notNaive,English
4,Sa2,pigeon,notNaive,English
1,Sa2,paprika,notNaive,English
1,Sa2,spider,notNaive,English
4,Sa2,owl,notNaive,English
6,Sa2,shark,notNaive,English
1,Sa2,blackberry,notNaive,English
6,Sa2,reindeer,notNaive,English
3,Sa2,bat,notNaive,English
5,Sa2,fox,notNaive,English
2,Sa2,tomato,notNaive,English
1,Sa2,walnut,notNaive,English
3,Sa2,mouse,notNaive,English
4,Sa2,asparagus,notNaive,English
3,Sa2,kiwi,notNaive,English
2,Sa2,mushroom,notNaive,English
1,Sa2,peanut,notNaive,English
3,Sa2,bunny,notNaive,English
3,Sa2,mole,notNaive,English
3,Sa2,pineapple,notNaive,English
2,Sa2,bee,notNaive,English
4,Sa2,gull,notNaive,English
5,Sa2,cucumber,notNaive,English
1,Sa2,clove,notNaive,English
2,Sa2,butterfly,notNaive,English
4,Sa2,squirrel,notNaive,English
5,Sa2,goat,notNaive,English
4,Sa2,eagle,notNaive,English
6,Sa2,horse,notNaive,English
3,Sa2,radish,notNaive,English
3,Sa2,frog,notNaive,English
7,Sa2,camel,notNaive,English
3,Sa2,pear,notNaive,English
3,Sa2,badger,notNaive,English
4,Sa2,monkey,notNaive,English
2,Sa2,orange,notNaive,English
1,Sa2,mustard,notNaive,English
1,Sa2,cherry,notNaive,English
7,Sa2,whale,notNaive,English
4,Sa2,leek,notNaive,English
1,Sa2,wasp,notNaive,English
4,Sa2,cat,notNaive,English
5,Sa2,vulture,notNaive,English
3,Sa2,apple,notNaive,English
4,Sa2,banana,notNaive,English
3,Sa2,avocado,notNaive,English
5,Sa2,dog,notNaive,English
3,Sa2,beetroot,notNaive,English
1,Sa2,almond,notNaive,English
2,Sa2,hedgehog,notNaive,English
4,Sa2,swan,notNaive,English
1,Sa2,blueberry,notNaive,English
6,Sa2,crocodile,notNaive,English
7,Sa2,moose,notNaive,English
3,Sa2,broccoli,notNaive,English
5,Sa2,pig,notNaive,English
3,Sa2,stork,notNaive,English
2,Sa2,apricot,notNaive,English
5,Sa2,donkey,notNaive,English
1,Sa2,grape,notNaive,English
4,Sa2,melon,notNaive,English
6,Sa2,lion,notNaive,English
7,Sa2,elephant,notNaive,English
3,Sa2,beaver,notNaive,English
3,Sa2,woodpecker,notNaive,English
2,Sa2,potato,notNaive,English
5,Sa2,lettuce,notNaive,English
1,Sa2,strawberry,notNaive,English
2,Sa2,squid,notNaive,English
2,Il,spider,notNaive,notEnglish
3,Il,melon,notNaive,notEnglish
3,Il,banana,notNaive,notEnglish
4,Il,badger,notNaive,notEnglish
2,Il,butterfly,notNaive,notEnglish
3,Il,pigeon,notNaive,notEnglish
1,Il,grape,notNaive,notEnglish
2,Il,broccoli,notNaive,notEnglish
3,Il,woodpecker,notNaive,notEnglish
3,Il,squid,notNaive,notEnglish
4,Il,swan,notNaive,notEnglish
2,Il,mushroom,notNaive,notEnglish
3,Il,asparagus,notNaive,notEnglish
4,Il,goose,notNaive,notEnglish
4,Il,vulture,notNaive,notEnglish
4,Il,bunny,notNaive,notEnglish
5,Il,lion,notNaive,notEnglish
3,Il,leek,notNaive,notEnglish
4,Il,mole,notNaive,notEnglish
3,Il,beetroot,notNaive,notEnglish
2,Il,frog,notNaive,notEnglish
6,Il,moose,notNaive,notEnglish
4,Il,stork,notNaive,notEnglish
3,Il,hedgehog,notNaive,notEnglish
5,Il,shark,notNaive,notEnglish
2,Il,pear,notNaive,notEnglish
2,Il,radish,notNaive,notEnglish
6,Il,horse,notNaive,notEnglish
3,Il,owl,notNaive,notEnglish
2,Il,apricot,notNaive,notEnglish
3,Il,snake,notNaive,notEnglish
1,Il,bee,notNaive,notEnglish
1,Il,blueberry,notNaive,notEnglish
6,Il,camel,notNaive,notEnglish
2,Il,cucumber,notNaive,notEnglish
3,Il,chicken,notNaive,notEnglish
5,Il,crocodile,notNaive,notEnglish
2,Il,potato,notNaive,notEnglish
1,Il,peanut,notNaive,notEnglish
7,Il,whale,notNaive,notEnglish
4,Il,monkey,notNaive,notEnglish
4,Il,beaver,notNaive,notEnglish
2,Il,orange,notNaive,notEnglish
3,Il,bat,notNaive,notEnglish
1,Il,ant,notNaive,notEnglish
5,Il,dolphin,notNaive,notEnglish
6,Il,elephant,notNaive,notEnglish
5,Il,pig,notNaive,notEnglish
3,Il,magpie,notNaive,notEnglish
2,Il,mustard,notNaive,notEnglish
6,Il,reindeer,notNaive,notEnglish
1,Il,wasp,notNaive,notEnglish
2,Il,mouse,notNaive,notEnglish
1,Il,olive,notNaive,notEnglish
4,Il,sheep,notNaive,notEnglish
2,Il,paprika,notNaive,notEnglish
2,Il,avocado,notNaive,notEnglish
5,Il,donkey,notNaive,notEnglish
2,Il,eggplant,notNaive,notEnglish
2,Il,carrot,notNaive,notEnglish
3,Il,cat,notNaive,notEnglish
4,Il,dog,notNaive,notEnglish
1,Il,almond,notNaive,notEnglish
2,Il,apple,notNaive,notEnglish
3,Il,lettuce,notNaive,notEnglish
1,Il,strawberry,notNaive,notEnglish
2,Il,lemon,notNaive,notEnglish
2,Il,walnut,notNaive,notEnglish
1,Il,blackberry,notNaive,notEnglish
3,Il,gull,notNaive,notEnglish
1,Il,clove,notNaive,notEnglish
2,Il,gherkin,notNaive,notEnglish
4,Il,fox,notNaive,notEnglish
3,Il,pineapple,notNaive,notEnglish
1,Il,cherry,notNaive,notEnglish
2,Il,tomato,notNaive,notEnglish
4,Il,goat,notNaive,notEnglish
4,Il,eagle,notNaive,notEnglish
5,Il,tortoise,notNaive,notEnglish
3,Il,kiwi,notNaive,notEnglish
2,Il,squirrel,notNaive,notEnglish
4,Ab,goose,notNaive,English
3,Ab,magpie,notNaive,English
2,Ab,lemon,notNaive,English
3,Ab,snake,notNaive,English
1,Ab,olive,notNaive,English
3,Ab,tortoise,notNaive,English
2,Ab,gherkin,notNaive,English
6,Ab,dolphin,notNaive,English
3,Ab,chicken,notNaive,English
4,Ab,sheep,notNaive,English
2,Ab,eggplant,notNaive,English
1,Ab,ant,notNaive,English
2,Ab,carrot,notNaive,English
3,Ab,pigeon,notNaive,English
1,Ab,paprika,notNaive,English
1,Ab,spider,notNaive,English
3,Ab,owl,notNaive,English
6,Ab,shark,notNaive,English
1,Ab,blackberry,notNaive,English
6,Ab,reindeer,notNaive,English
2,Ab,bat,notNaive,English
4,Ab,fox,notNaive,English
2,Ab,tomato,notNaive,English
1,Ab,walnut,notNaive,English
2,Ab,mouse,notNaive,English
2,Ab,asparagus,notNaive,English
2,Ab,kiwi,notNaive,English
2,Ab,mushroom,notNaive,English
1,Ab,peanut,notNaive,English
3,Ab,bunny,notNaive,English
3,Ab,mole,notNaive,English
3,Ab,pineapple,notNaive,English
1,Ab,bee,notNaive,English
3,Ab,gull,notNaive,English
2,Ab,cucumber,notNaive,English
1,Ab,clove,notNaive,English
1,Ab,butterfly,notNaive,English
3,Ab,squirrel,notNaive,English
5,Ab,goat,notNaive,English
4,Ab,eagle,notNaive,English
6,Ab,horse,notNaive,English
2,Ab,radish,notNaive,English
2,Ab,frog,notNaive,English
6,Ab,camel,notNaive,English
2,Ab,pear,notNaive,English
4,Ab,badger,notNaive,English
5,Ab,monkey,notNaive,English
2,Ab,orange,notNaive,English
1,Ab,mustard,notNaive,English
1,Ab,cherry,notNaive,English
7,Ab,whale,notNaive,English
2,Ab,leek,notNaive,English
1,Ab,wasp,notNaive,English
4,Ab,cat,notNaive,English
5,Ab,vulture,notNaive,English
2,Ab,apple,notNaive,English
2,Ab,banana,notNaive,English
2,Ab,avocado,notNaive,English
5,Ab,dog,notNaive,English
2,Ab,beetroot,notNaive,English
1,Ab,almond,notNaive,English
2,Ab,hedgehog,notNaive,English
4,Ab,swan,notNaive,English
1,Ab,blueberry,notNaive,English
6,Ab,crocodile,notNaive,English
6,Ab,moose,notNaive,English
2,Ab,broccoli,notNaive,English
5,Ab,pig,notNaive,English
5,Ab,stork,notNaive,English
1,Ab,apricot,notNaive,English
6,Ab,donkey,notNaive,English
1,Ab,grape,notNaive,English
3,Ab,melon,notNaive,English
6,Ab,lion,notNaive,English
7,Ab,elephant,notNaive,English
4,Ab,beaver,notNaive,English
3,Ab,woodpecker,notNaive,English
2,Ab,potato,notNaive,English
3,Ab,lettuce,notNaive,English
1,Ab,strawberry,notNaive,English
5,Ab,squid,notNaive,English
3,Ph,donkey,notNaive,notEnglish
2,Ph,goose,notNaive,notEnglish
2,Ph,owl,notNaive,notEnglish
3,Ph,hedgehog,notNaive,notEnglish
2,Ph,vulture,notNaive,notEnglish
1,Ph,olive,notNaive,notEnglish
1,Ph,carrot,notNaive,notEnglish
1,Ph,kiwi,notNaive,notEnglish
1,Ph,blackberry,notNaive,notEnglish
1,Ph,blueberry,notNaive,notEnglish
3,Ph,dolphin,notNaive,notEnglish
1,Ph,melon,notNaive,notEnglish
2,Ph,gull,notNaive,notEnglish
1,Ph,squid,notNaive,notEnglish
1,Ph,tomato,notNaive,notEnglish
1,Ph,mushroom,notNaive,notEnglish
2,Ph,dog,notNaive,notEnglish
4,Ph,shark,notNaive,notEnglish
6,Ph,elephant,notNaive,notEnglish
1,Ph,orange,notNaive,notEnglish
2,Ph,leek,notNaive,notEnglish
4,Ph,lion,notNaive,notEnglish
5,Ph,crocodile,notNaive,notEnglish
4,Ph,pig,notNaive,notEnglish
2,Ph,pineapple,notNaive,notEnglish
2,Ph,swan,notNaive,notEnglish
1,Ph,apricot,notNaive,notEnglish
1,Ph,frog,notNaive,notEnglish
2,Ph,lettuce,notNaive,notEnglish
1,Ph,ant,notNaive,notEnglish
1,Ph,cherry,notNaive,notEnglish
1,Ph,clove,notNaive,notEnglish
1,Ph,wasp,notNaive,notEnglish
1,Ph,avocado,notNaive,notEnglish
2,Ph,squirrel,notNaive,notEnglish
1,Ph,bat,notNaive,notEnglish
1,Ph,radish,notNaive,notEnglish
1,Ph,butterfly,notNaive,notEnglish
1,Ph,paprika,notNaive,notEnglish
3,Ph,sheep,notNaive,notEnglish
2,Ph,cat,notNaive,notEnglish
4,Ph,reindeer,notNaive,notEnglish
1,Ph,cucumber,notNaive,notEnglish
2,Ph,bunny,notNaive,notEnglish
3,Ph,snake,notNaive,notEnglish
2,Ph,beetroot,notNaive,notEnglish
2,Ph,moose,notNaive,notEnglish
7,Ph,whale,notNaive,notEnglish
1,Ph,pear,notNaive,notEnglish
1,Ph,mole,notNaive,notEnglish
4,Ph,monkey,notNaive,notEnglish
1,Ph,gherkin,notNaive,notEnglish
1,Ph,peanut,notNaive,notEnglish
2,Ph,badger,notNaive,notEnglish
1,Ph,potato,notNaive,notEnglish
1,Ph,bee,notNaive,notEnglish
5,Ph,camel,notNaive,notEnglish
1,Ph,walnut,notNaive,notEnglish
1,Ph,mouse,notNaive,notEnglish
2,Ph,eggplant,notNaive,notEnglish
3,Ph,tortoise,notNaive,notEnglish
2,Ph,woodpecker,notNaive,notEnglish
2,Ph,fox,notNaive,notEnglish
2,Ph,magpie,notNaive,notEnglish
1,Ph,banana,notNaive,notEnglish
1,Ph,grape,notNaive,notEnglish
1,Ph,almond,notNaive,notEnglish
1,Ph,lemon,notNaive,notEnglish
1,Ph,strawberry,notNaive,notEnglish
4,Ph,goat,notNaive,notEnglish
5,Ph,horse,notNaive,notEnglish
2,Ph,broccoli,notNaive,notEnglish
1,Ph,asparagus,notNaive,notEnglish
1,Ph,apple,notNaive,notEnglish
3,Ph,eagle,notNaive,notEnglish
2,Ph,pigeon,notNaive,notEnglish
2,Ph,chicken,notNaive,notEnglish
1,Ph,spider,notNaive,notEnglish
1,Ph,mustard,notNaive,notEnglish
3,Ph,stork,notNaive,notEnglish
3,Ph,beaver,notNaive,notEnglish
4,CE,dog,notNaive,English
2,CE,walnut,notNaive,English
3,CE,goose,notNaive,English
3,CE,pineapple,notNaive,English
3,CE,kiwi,notNaive,English
2,CE,strawberry,notNaive,English
3,CE,woodpecker,notNaive,English
2,CE,paprika,notNaive,English
1,CE,peanut,notNaive,English
2,CE,apricot,notNaive,English
2,CE,broccoli,notNaive,English
2,CE,gherkin,notNaive,English
7,CE,lion,notNaive,English
7,CE,reindeer,notNaive,English
2,CE,eggplant,notNaive,English
5,CE,swan,notNaive,English
2,CE,radish,notNaive,English
3,CE,frog,notNaive,English
7,CE,shark,notNaive,English
4,CE,badger,notNaive,English
6,CE,moose,notNaive,English
7,CE,elephant,notNaive,English
3,CE,snake,notNaive,English
2,CE,olive,notNaive,English
2,CE,potato,notNaive,English
2,CE,pear,notNaive,English
6,CE,horse,notNaive,English
3,CE,owl,notNaive,English
1,CE,wasp,notNaive,English
6,CE,donkey,notNaive,English
2,CE,avocado,notNaive,English
1,CE,almond,notNaive,English
7,CE,whale,notNaive,English
1,CE,blackberry,notNaive,English
2,CE,banana,notNaive,English
4,CE,eagle,notNaive,English
2,CE,bat,notNaive,English
1,CE,spider,notNaive,English
3,CE,pigeon,notNaive,English
2,CE,cucumber,notNaive,English
3,CE,hedgehog,notNaive,English
2,CE,leek,notNaive,English
3,CE,mole,notNaive,English
4,CE,beaver,notNaive,English
2,CE,lemon,notNaive,English
3,CE,bunny,notNaive,English
2,CE,apple,notNaive,English
1,CE,ant,notNaive,English
1,CE,cherry,notNaive,English
3,CE,chicken,notNaive,English
2,CE,mouse,notNaive,English
1,CE,bee,notNaive,English
2,CE,carrot,notNaive,English
4,CE,pig,notNaive,English
2,CE,lettuce,notNaive,English
4,CE,goat,notNaive,English
3,CE,squirrel,notNaive,English
2,CE,tomato,notNaive,English
1,CE,grape,notNaive,English
5,CE,dolphin,notNaive,English
2,CE,mustard,notNaive,English
2,CE,magpie,notNaive,English
4,CE,sheep,notNaive,English
4,CE,fox,notNaive,English
1,CE,mushroom,notNaive,English
3,CE,monkey,notNaive,English
2,CE,orange,notNaive,English
4,CE,squid,notNaive,English
4,CE,gull,notNaive,English
5,CE,vulture,notNaive,English
3,CE,cat,notNaive,English
1,CE,butterfly,notNaive,English
3,CE,stork,notNaive,English
2,CE,asparagus,notNaive,English
3,CE,tortoise,notNaive,English
2,CE,beetroot,notNaive,English
6,CE,crocodile,notNaive,English
1,CE,clove,notNaive,English
3,CE,melon,notNaive,English
7,CE,camel,notNaive,English
1,CE,blueberry,notNaive,English
3,A,squid,notNaive,English
2,A,pear,notNaive,English
2,A,asparagus,notNaive,English
2,A,leek,notNaive,English
5,A,donkey,notNaive,English
3,A,pigeon,notNaive,English
3,A,eagle,notNaive,English
3,A,squirrel,notNaive,English
3,A,woodpecker,notNaive,English
3,A,bunny,notNaive,English
4,A,fox,notNaive,English
4,A,sheep,notNaive,English
6,A,shark,notNaive,English
3,A,badger,notNaive,English
6,A,moose,notNaive,English
2,A,radish,notNaive,English
1,A,cherry,notNaive,English
3,A,tortoise,notNaive,English
2,A,mouse,notNaive,English
3,A,pineapple,notNaive,English
7,A,whale,notNaive,English
1,A,ant,notNaive,English
1,A,wasp,notNaive,English
3,A,goose,notNaive,English
2,A,orange,notNaive,English
1,A,paprika,notNaive,English
1,A,blueberry,notNaive,English
2,A,eggplant,notNaive,English
3,A,chicken,notNaive,English
3,A,gull,notNaive,English
2,A,butterfly,notNaive,English
4,A,goat,notNaive,English
2,A,lemon,notNaive,English
1,A,walnut,notNaive,English
3,A,snake,notNaive,English
4,A,pig,notNaive,English
6,A,crocodile,notNaive,English
3,A,melon,notNaive,English
3,A,owl,notNaive,English
2,A,lettuce,notNaive,English
6,A,horse,notNaive,English
2,A,frog,notNaive,English
2,A,carrot,notNaive,English
2,A,hedgehog,notNaive,English
5,A,camel,notNaive,English
3,A,kiwi,notNaive,English
2,A,gherkin,notNaive,English
1,A,olive,notNaive,English
2,A,beetroot,notNaive,English
1,A,almond,notNaive,English
1,A,grape,notNaive,English
2,A,broccoli,notNaive,English
1,A,peanut,notNaive,English
1,A,bee,notNaive,English
3,A,swan,notNaive,English
1,A,strawberry,notNaive,English
2,A,potato,notNaive,English
2,A,cucumber,notNaive,English
5,A,dolphin,notNaive,English
3,A,cat,notNaive,English
2,A,apricot,notNaive,English
1,A,spider,notNaive,English
4,A,dog,notNaive,English
1,A,mustard,notNaive,English
3,A,mole,notNaive,English
2,A,apple,notNaive,English
1,A,blackberry,notNaive,English
3,A,beaver,notNaive,English
2,A,tomato,notNaive,English
3,A,vulture,notNaive,English
5,A,reindeer,notNaive,English
1,A,clove,notNaive,English
2,A,banana,notNaive,English
3,A,magpie,notNaive,English
3,A,bat,notNaive,English
6,A,elephant,notNaive,English
2,A,avocado,notNaive,English
4,A,monkey,notNaive,English
5,A,lion,notNaive,English
3,A,stork,notNaive,English
2,A,mushroom,notNaive,English
3,Ro,squid,notNaive,English
2,Ro,pear,notNaive,English
2,Ro,asparagus,notNaive,English
2,Ro,leek,notNaive,English
4,Ro,donkey,notNaive,English
2,Ro,pigeon,notNaive,English
2,Ro,eagle,notNaive,English
2,Ro,squirrel,notNaive,English
2,Ro,woodpecker,notNaive,English
2,Ro,bunny,notNaive,English
2,Ro,fox,notNaive,English
2,Ro,sheep,notNaive,English
4,Ro,shark,notNaive,English
3,Ro,badger,notNaive,English
5,Ro,moose,notNaive,English
1,Ro,radish,notNaive,English
1,Ro,cherry,notNaive,English
3,Ro,tortoise,notNaive,English
5,Ro,mouse,notNaive,English
2,Ro,pineapple,notNaive,English
7,Ro,whale,notNaive,English
1,Ro,ant,notNaive,English
1,Ro,wasp,notNaive,English
3,Ro,goose,notNaive,English
2,Ro,orange,notNaive,English
1,Ro,paprika,notNaive,English
1,Ro,blueberry,notNaive,English
3,Ro,eggplant,notNaive,English
2,Ro,chicken,notNaive,English
2,Ro,gull,notNaive,English
1,Ro,butterfly,notNaive,English
5,Ro,goat,notNaive,English
1,Ro,lemon,notNaive,English
1,Ro,walnut,notNaive,English
3,Ro,snake,notNaive,English
3,Ro,pig,notNaive,English
4,Ro,crocodile,notNaive,English
2,Ro,melon,notNaive,English
2,Ro,owl,notNaive,English
2,Ro,lettuce,notNaive,English
5,Ro,horse,notNaive,English
1,Ro,frog,notNaive,English
1,Ro,carrot,notNaive,English
2,Ro,hedgehog,notNaive,English
4,Ro,camel,notNaive,English
2,Ro,kiwi,notNaive,English
1,Ro,gherkin,notNaive,English
1,Ro,olive,notNaive,English
1,Ro,beetroot,notNaive,English
1,Ro,almond,notNaive,English
1,Ro,grape,notNaive,English
2,Ro,broccoli,notNaive,English
1,Ro,peanut,notNaive,English
1,Ro,bee,notNaive,English
3,Ro,swan,notNaive,English
1,Ro,strawberry,notNaive,English
1,Ro,potato,notNaive,English
1,Ro,cucumber,notNaive,English
4,Ro,dolphin,notNaive,English
2,Ro,cat,notNaive,English
1,Ro,apricot,notNaive,English
1,Ro,spider,notNaive,English
3,Ro,dog,notNaive,English
1,Ro,mustard,notNaive,English
2,Ro,mole,notNaive,English
1,Ro,apple,notNaive,English
1,Ro,blackberry,notNaive,English
2,Ro,beaver,notNaive,English
2,Ro,tomato,notNaive,English
2,Ro,vulture,notNaive,English
4,Ro,reindeer,notNaive,English
1,Ro,clove,notNaive,English
1,Ro,banana,notNaive,English
1,Ro,magpie,notNaive,English
1,Ro,bat,notNaive,English
5,Ro,elephant,notNaive,English
1,Ro,avocado,notNaive,English
4,Ro,monkey,notNaive,English
5,Ro,lion,notNaive,English
3,Ro,stork,notNaive,English
2,Ro,mushroom,notNaive,English
5,K,pig,notNaive,English
2,K,melon,notNaive,English
6,K,lion,notNaive,English
1,K,peanut,notNaive,English
2,K,avocado,notNaive,English
2,K,hedgehog,notNaive,English
4,K,swan,notNaive,English
3,K,mole,notNaive,English
4,K,vulture,notNaive,English
2,K,pineapple,notNaive,English
1,K,broccoli,notNaive,English
3,K,kiwi,notNaive,English
1,K,mushroom,notNaive,English
1,K,apricot,notNaive,English
3,K,bunny,notNaive,English
1,K,blackberry,notNaive,English
3,K,snake,notNaive,English
6,K,moose,notNaive,English
5,K,fox,notNaive,English
1,K,wasp,notNaive,English
2,K,pigeon,notNaive,English
5,K,goat,notNaive,English
1,K,lemon,notNaive,English
4,K,stork,notNaive,English
1,K,grape,notNaive,English
1,K,blueberry,notNaive,English
2,K,leek,notNaive,English
1,K,clove,notNaive,English
4,K,eagle,notNaive,English
1,K,tomato,notNaive,English
3,K,squirrel,notNaive,English
1,K,paprika,notNaive,English
3,K,gull,notNaive,English
7,K,elephant,notNaive,English
2,K,bat,notNaive,English
5,K,dog,notNaive,English
1,K,cherry,notNaive,English
6,K,horse,notNaive,English
4,K,cat,notNaive,English
2,K,lettuce,notNaive,English
2,K,banana,notNaive,English
7,K,whale,notNaive,English
2,K,potato,notNaive,English
3,K,woodpecker,notNaive,English
5,K,dolphin,notNaive,English
2,K,carrot,notNaive,English
5,K,sheep,notNaive,English
1,K,bee,notNaive,English
3,K,goose,notNaive,English
2,K,apple,notNaive,English
1,K,ant,notNaive,English
1,K,olive,notNaive,English
1,K,mustard,notNaive,English
1,K,almond,notNaive,English
4,K,tortoise,notNaive,English
1,K,mouse,notNaive,English
1,K,spider,notNaive,English
3,K,magpie,notNaive,English
6,K,donkey,notNaive,English
4,K,monkey,notNaive,English
1,K,butterfly,notNaive,English
1,K,strawberry,notNaive,English
2,K,pear,notNaive,English
6,K,camel,notNaive,English
4,K,beaver,notNaive,English
2,K,asparagus,notNaive,English
1,K,frog,notNaive,English
1,K,radish,notNaive,English
1,K,walnut,notNaive,English
7,K,reindeer,notNaive,English
2,K,cucumber,notNaive,English
4,K,badger,notNaive,English
7,K,squid,notNaive,English
2,K,orange,notNaive,English
3,K,eggplant,notNaive,English
3,K,chicken,notNaive,English
6,K,shark,notNaive,English
3,K,owl,notNaive,English
1,K,gherkin,notNaive,English
7,K,crocodile,notNaive,English
2,K,beetroot,notNaive,English
1,Mi,bee,notNaive,English
4,Mi,magpie,notNaive,English
1,Mi,radish,notNaive,English
6,Mi,crocodile,notNaive,English
2,Mi,potato,notNaive,English
1,Mi,wasp,notNaive,English
4,Mi,swan,notNaive,English
2,Mi,gherkin,notNaive,English
5,Mi,dolphin,notNaive,English
7,Mi,whale,notNaive,English
4,Mi,chicken,notNaive,English
4,Mi,cat,notNaive,English
3,Mi,mole,notNaive,English
5,Mi,dog,notNaive,English
2,Mi,mouse,notNaive,English
4,Mi,kiwi,notNaive,English
7,Mi,elephant,notNaive,English
4,Mi,badger,notNaive,English
4,Mi,woodpecker,notNaive,English
1,Mi,blueberry,notNaive,English
5,Mi,donkey,notNaive,English
6,Mi,reindeer,notNaive,English
4,Mi,pigeon,notNaive,English
4,Mi,squid,notNaive,English
6,Mi,lion,notNaive,English
6,Mi,shark,notNaive,English
6,Mi,camel,notNaive,English
3,Mi,asparagus,notNaive,English
3,Mi,banana,notNaive,English
2,Mi,lemon,notNaive,English
3,Mi,cucumber,notNaive,English
4,Mi,goose,notNaive,English
3,Mi,frog,notNaive,English
2,Mi,mushroom,notNaive,English
3,Mi,carrot,notNaive,English
3,Mi,lettuce,notNaive,English
1,Mi,butterfly,notNaive,English
1,Mi,grape,notNaive,English
3,Mi,eggplant,notNaive,English
2,Mi,beetroot,notNaive,English
4,Mi,gull,notNaive,English
2,Mi,apricot,notNaive,English
3,Mi,broccoli,notNaive,English
1,Mi,strawberry,notNaive,English
4,Mi,squirrel,notNaive,English
5,Mi,fox,notNaive,English
4,Mi,owl,notNaive,English
6,Mi,moose,notNaive,English
1,Mi,walnut,notNaive,English
4,Mi,beaver,notNaive,English
1,Mi,almond,notNaive,English
1,Mi,ant,notNaive,English
4,Mi,snake,notNaive,English
1,Mi,paprika,notNaive,English
5,Mi,goat,notNaive,English
4,Mi,hedgehog,notNaive,English
4,Mi,tortoise,notNaive,English
5,Mi,monkey,notNaive,English
1,Mi,peanut,notNaive,English
1,Mi,blackberry,notNaive,English
3,Mi,melon,notNaive,English
4,Mi,stork,notNaive,English
4,Mi,eagle,notNaive,English
4,Mi,vulture,notNaive,English
2,Mi,orange,notNaive,English
5,Mi,sheep,notNaive,English
1,Mi,clove,notNaive,English
1,Mi,cherry,notNaive,English
6,Mi,horse,notNaive,English
2,Mi,apple,notNaive,English
1,Mi,mustard,notNaive,English
4,Mi,bat,notNaive,English
1,Mi,olive,notNaive,English
4,Mi,bunny,notNaive,English
3,Mi,leek,notNaive,English
2,Mi,pear,notNaive,English
5,Mi,pig,notNaive,English
2,Mi,avocado,notNaive,English
1,Mi,spider,notNaive,English
