Rating,Subject,Word,Naive,Language,word_length,Class,MeanFamiliarity
2,SYK,lemon,naive,notEnglish,long,plant,0.6931472
1,SYK,cucumber,naive,notEnglish,long,plant,0
2,SYK,goose,naive,notEnglish,long,animal,1.7917595
2,SYK,frog,naive,notEnglish,short,animal,2.0794415
2,SYK,mushroom,naive,notEnglish,long,plant,0.6931472
1,SYK,carrot,naive,notEnglish,long,plant,0.6931472
3,SYK,lettuce,naive,notEnglish,long,plant,0
1,SYK,butterfly,naive,notEnglish,long,animal,0
0,SYK,grape,naive,notEnglish,long,plant,1.0986123
2,SYK,eggplant,naive,notEnglish,long,plant,0
2,SYK,beetroot,naive,notEnglish,long,plant,0
5,SYK,gull,naive,notEnglish,short,animal,1.6094379
2,SYK,apricot,naive,notEnglish,long,plant,0
3,SYK,broccoli,naive,notEnglish,long,plant,0
1,SYK,strawberry,naive,notEnglish,long,plant,0
3,SYK,squirrel,naive,notEnglish,long,animal,0
4,SYK,fox,naive,notEnglish,short,animal,1.7917595
3,SYK,owl,naive,notEnglish,short,animal,1.3862944
2,SYK,moose,naive,notEnglish,long,animal,0
0,SYK,walnut,naive,notEnglish,long,plant,0
0,SYK,beaver,naive,notEnglish,long,animal,0
2,SYK,almond,naive,notEnglish,long,plant,0
1,SYK,ant,naive,notEnglish,short,animal,1.3862944
1,SYK,snake,naive,notEnglish,long,animal,1.6094379
0,SYK,paprika,naive,notEnglish,long,plant,0
3,SYK,goat,naive,notEnglish,short,animal,1.9459101
5,SYK,hedgehog,naive,notEnglish,long,animal,0
0,SYK,tortoise,naive,notEnglish,long,animal,0
1,SYK,monkey,naive,notEnglish,long,animal,0
2,SYK,peanut,naive,notEnglish,long,plant,0.6931472
1,SYK,blackberry,naive,notEnglish,long,plant,0.6931472
3,SYK,melon,naive,notEnglish,long,plant,1.0986123
4,SYK,stork,naive,notEnglish,long,animal,0
5,SYK,eagle,naive,notEnglish,long,animal,1.0986123
6,SYK,vulture,naive,notEnglish,long,animal,0
1,SYK,orange,naive,notEnglish,long,plant,1.3862944
6,SYK,sheep,naive,notEnglish,long,animal,2.3025851
0,SYK,clove,naive,notEnglish,long,plant,0
0,SYK,cherry,naive,notEnglish,long,plant,0.6931472
6,SYK,horse,naive,notEnglish,long,animal,3.3322045
1,SYK,apple,naive,notEnglish,long,plant,1.0986123
1,SYK,mustard,naive,notEnglish,long,plant,0
4,SYK,bat,naive,notEnglish,short,animal,2.1972246
2,SYK,olive,naive,notEnglish,long,plant,1.0986123
5,SYK,bunny,naive,notEnglish,long,animal,0
2,SYK,leek,naive,notEnglish,short,plant,0
1,SYK,pear,naive,notEnglish,short,plant,0
6,SYK,pig,naive,notEnglish,short,animal,2.7725887
3,SYK,avocado,naive,notEnglish,long,plant,0
2,SYK,spider,naive,notEnglish,long,animal,0.6931472
3,SYK,pineapple,naive,notEnglish,long,plant,0
1,SYK,tomato,naive,notEnglish,long,plant,0
5,MR,horse,naive,English,long,animal,3.3322045
1,MR,gherkin,naive,English,long,plant,0
4,MR,hedgehog,naive,English,long,animal,0
1,MR,bee,naive,English,short,animal,1.7917595
3,MR,peanut,naive,English,long,plant,0.6931472
4,MR,pear,naive,English,short,plant,0
2,MR,pineapple,naive,English,long,plant,0
3,MR,frog,naive,English,short,animal,2.0794415
1,MR,blackberry,naive,English,long,plant,0.6931472
3,MR,pigeon,naive,English,long,animal,1.0986123
1,MR,tortoise,naive,English,long,animal,0
1,MR,tomato,naive,English,long,plant,0
4,MR,pig,naive,English,short,animal,2.7725887
4,MR,donkey,naive,English,long,animal,0
1,MR,magpie,naive,English,long,animal,0
3,MR,melon,naive,English,long,plant,1.0986123
3,MR,paprika,naive,English,long,plant,0
1,MR,squirrel,naive,English,long,animal,0
1,MR,beetroot,naive,English,long,plant,0
2,MR,snake,naive,English,long,animal,1.6094379
2,MR,goat,naive,English,short,animal,1.9459101
2,MR,cucumber,naive,English,long,plant,0
3,MR,strawberry,naive,English,long,plant,0
3,MR,fox,naive,English,short,animal,1.7917595
1,MR,walnut,naive,English,long,plant,0
2,MR,broccoli,naive,English,long,plant,0
1,MR,bat,naive,English,short,animal,2.1972246
2,MR,dog,naive,English,short,animal,3.1354942
1,MR,butterfly,naive,English,long,animal,0
0,MR,spider,naive,English,long,animal,0.6931472
1,MR,apricot,naive,English,long,plant,0
1,MR,owl,naive,English,short,animal,1.3862944
3,MR,mushroom,naive,English,long,plant,0.6931472
1,MR,gull,naive,English,short,animal,1.6094379
3,MR,dolphin,naive,English,long,animal,0
2,MR,clove,naive,English,long,plant,0
4,MR,reindeer,naive,English,long,animal,0
5,MR,shark,naive,English,long,animal,0.6931472
2,MR,olive,naive,English,long,plant,1.0986123
3,MR,almond,naive,English,long,plant,0
6,MR,whale,naive,English,long,animal,1.0986123
5,MR,moose,naive,English,long,animal,0
6,MR,camel,naive,English,long,animal,0.6931472
3,MR,wasp,naive,English,short,animal,1.3862944
2,MR,lettuce,naive,English,long,plant,0
3,MR,potato,naive,English,long,plant,0
2,MR,sheep,naive,English,long,animal,2.3025851
2,MR,cat,naive,English,short,animal,2.7725887
1,MR,cherry,naive,English,long,plant,0.6931472
3,MR,eggplant,naive,English,long,plant,0
1,MR,asparagus,naive,English,long,plant,0
2,MR,vulture,naive,English,long,animal,0
1,MR,bunny,naive,English,long,animal,0
1,MR,mouse,naive,English,long,animal,1.9459101
2,MR,leek,naive,English,short,plant,0
2,MR,badger,naive,English,long,animal,0.6931472
2,MR,ant,naive,English,short,animal,1.3862944
2,MR,grape,naive,English,long,plant,1.0986123
4,MR,eagle,naive,English,long,animal,1.0986123
4,MR,lion,naive,English,short,animal,1.0986123
1,MR,mustard,naive,English,long,plant,0
1,MR,woodpecker,naive,English,long,animal,0
1,MR,kiwi,naive,English,short,plant,0
3,MR,carrot,naive,English,long,plant,0.6931472
3,MR,radish,naive,English,long,plant,0.6931472
3,MR,beaver,naive,English,long,animal,0
1,MR,lemon,naive,English,long,plant,0.6931472
3,MR,squid,naive,English,long,animal,0
2,MR,mole,naive,English,short,animal,1.0986123
3,MR,blueberry,naive,English,long,plant,0
3,MR,chicken,naive,English,long,animal,1.0986123
5,MR,elephant,naive,English,long,animal,0.6931472
2,MR,banana,naive,English,long,plant,0
5,MR,stork,naive,English,long,animal,0
3,MR,orange,naive,English,long,plant,1.3862944
4,MR,crocodile,naive,English,long,animal,0
3,MR,swan,naive,English,short,animal,1.3862944
4,MR,monkey,naive,English,long,animal,0
3,MR,avocado,naive,English,long,plant,0
3,MR,goose,naive,English,long,animal,1.7917595
3,MR,apple,naive,English,long,plant,1.0986123
1,An1,strawberry,naive,English,long,plant,0
3,An1,lettuce,naive,English,long,plant,0
1,An1,olive,naive,English,long,plant,1.0986123
4,An1,pigeon,naive,English,long,animal,1.0986123
5,An1,dog,naive,English,short,animal,3.1354942
4,An1,squirrel,naive,English,long,animal,0
1,An1,ant,naive,English,short,animal,1.3862944
3,An1,pear,naive,English,short,plant,0
3,An1,spider,naive,English,long,animal,0.6931472
6,An1,moose,naive,English,long,animal,0
2,An1,melon,naive,English,long,plant,1.0986123
2,An1,magpie,naive,English,long,animal,0
5,An1,reindeer,naive,English,long,animal,0
4,An1,kiwi,naive,English,short,plant,0
1,An1,grape,naive,English,long,plant,1.0986123
7,An1,elephant,naive,English,long,animal,0.6931472
6,An1,dolphin,naive,English,long,animal,0
5,An1,crocodile,naive,English,long,animal,0
6,An1,shark,naive,English,long,animal,0.6931472
3,An1,bat,naive,English,short,animal,2.1972246
5,An1,chicken,naive,English,long,animal,1.0986123
3,An1,vulture,naive,English,long,animal,0
4,An1,snake,naive,English,long,animal,1.6094379
3,An1,bee,naive,English,short,animal,1.7917595
5,An1,stork,naive,English,long,animal,0
3,An1,beetroot,naive,English,long,plant,0
3,An1,eggplant,naive,English,long,plant,0
3,An1,walnut,naive,English,long,plant,0
4,An1,mushroom,naive,English,long,plant,0.6931472
1,An1,radish,naive,English,long,plant,0.6931472
2,An1,pineapple,naive,English,long,plant,0
1,An1,tomato,naive,English,long,plant,0
4,An1,apple,naive,English,long,plant,1.0986123
2,An1,banana,naive,English,long,plant,0
4,An1,squid,naive,English,long,animal,0
5,An1,badger,naive,English,long,animal,0.6931472
4,An1,eagle,naive,English,long,animal,1.0986123
4,An1,tortoise,naive,English,long,animal,0
4,An1,hedgehog,naive,English,long,animal,0
3,An1,goose,naive,English,long,animal,1.7917595
1,An1,peanut,naive,English,long,plant,0.6931472
5,An1,horse,naive,English,long,animal,3.3322045
0,An1,paprika,naive,English,long,plant,0
3,An1,lemon,naive,English,long,plant,0.6931472
4,An1,goat,naive,English,short,animal,1.9459101
3,An1,apricot,naive,English,long,plant,0
4,An1,sheep,naive,English,long,animal,2.3025851
2,An1,carrot,naive,English,long,plant,0.6931472
3,An1,broccoli,naive,English,long,plant,0
3,An1,swan,naive,English,short,animal,1.3862944
4,An1,frog,naive,English,short,animal,2.0794415
2,An1,owl,naive,English,short,animal,1.3862944
5,An1,beaver,naive,English,long,animal,0
4,An1,woodpecker,naive,English,long,animal,0
2,An1,mouse,naive,English,long,animal,1.9459101
3,An1,donkey,naive,English,long,animal,0
2,An1,mole,naive,English,short,animal,1.0986123
1,An1,wasp,naive,English,short,animal,1.3862944
3,An1,orange,naive,English,long,plant,1.3862944
4,An1,avocado,naive,English,long,plant,0
4,An1,monkey,naive,English,long,animal,0
2,An1,potato,naive,English,long,plant,0
3,An1,gull,naive,English,short,animal,1.6094379
5,An1,lion,naive,English,short,animal,1.0986123
2,An1,almond,naive,English,long,plant,0
3,An1,blueberry,naive,English,long,plant,0
1,An1,gherkin,naive,English,long,plant,0
2,An1,cherry,naive,English,long,plant,0.6931472
2,An1,blackberry,naive,English,long,plant,0.6931472
3,An1,butterfly,naive,English,long,animal,0
1,An1,mustard,naive,English,long,plant,0
1,An1,clove,naive,English,long,plant,0
3,An1,cucumber,naive,English,long,plant,0
4,An1,fox,naive,English,short,animal,1.7917595
4,An1,bunny,naive,English,long,animal,0
5,An1,pig,naive,English,short,animal,2.7725887
3,An1,cat,naive,English,short,animal,2.7725887
2,An1,leek,naive,English,short,plant,0
5,An1,whale,naive,English,long,animal,1.0986123
4,An1,camel,naive,English,long,animal,0.6931472
2,An1,asparagus,naive,English,long,plant,0
1,Da,strawberry,naive,notEnglish,long,plant,0
4,Da,lettuce,naive,notEnglish,long,plant,0
1,Da,olive,naive,notEnglish,long,plant,1.0986123
3,Da,pigeon,naive,notEnglish,long,animal,1.0986123
3,Da,dog,naive,notEnglish,short,animal,3.1354942
4,Da,squirrel,naive,notEnglish,long,animal,0
0,Da,ant,naive,notEnglish,short,animal,1.3862944
4,Da,pear,naive,notEnglish,short,plant,0
0,Da,spider,naive,notEnglish,long,animal,0.6931472
5,Da,moose,naive,notEnglish,long,animal,0
3,Da,melon,naive,notEnglish,long,plant,1.0986123
4,Da,magpie,naive,notEnglish,long,animal,0
6,Da,reindeer,naive,notEnglish,long,animal,0
4,Da,kiwi,naive,notEnglish,short,plant,0
2,Da,grape,naive,notEnglish,long,plant,1.0986123
7,Da,elephant,naive,notEnglish,long,animal,0.6931472
5,Da,dolphin,naive,notEnglish,long,animal,0
6,Da,crocodile,naive,notEnglish,long,animal,0
5,Da,shark,naive,notEnglish,long,animal,0.6931472
2,Da,bat,naive,notEnglish,short,animal,2.1972246
2,Da,chicken,naive,notEnglish,long,animal,1.0986123
2,Da,vulture,naive,notEnglish,long,animal,0
3,Da,snake,naive,notEnglish,long,animal,1.6094379
3,Da,bee,naive,notEnglish,short,animal,1.7917595
2,Da,stork,naive,notEnglish,long,animal,0
4,Da,beetroot,naive,notEnglish,long,plant,0
3,Da,eggplant,naive,notEnglish,long,plant,0
1,Da,walnut,naive,notEnglish,long,plant,0
1,Da,mushroom,naive,notEnglish,long,plant,0.6931472
1,Da,radish,naive,notEnglish,long,plant,0.6931472
2,Da,pineapple,naive,notEnglish,long,plant,0
1,Da,tomato,naive,notEnglish,long,plant,0
2,Da,apple,naive,notEnglish,long,plant,1.0986123
3,Da,banana,naive,notEnglish,long,plant,0
1,Da,squid,naive,notEnglish,long,animal,0
3,Da,badger,naive,notEnglish,long,animal,0.6931472
3,Da,eagle,naive,notEnglish,long,animal,1.0986123
5,Da,tortoise,naive,notEnglish,long,animal,0
2,Da,hedgehog,naive,notEnglish,long,animal,0
3,Da,goose,naive,notEnglish,long,animal,1.7917595
1,Da,peanut,naive,notEnglish,long,plant,0.6931472
4,Da,horse,naive,notEnglish,long,animal,3.3322045
1,Da,paprika,naive,notEnglish,long,plant,0
2,Da,lemon,naive,notEnglish,long,plant,0.6931472
5,Da,goat,naive,notEnglish,short,animal,1.9459101
3,Da,apricot,naive,notEnglish,long,plant,0
5,Da,sheep,naive,notEnglish,long,animal,2.3025851
2,Da,carrot,naive,notEnglish,long,plant,0.6931472
3,Da,broccoli,naive,notEnglish,long,plant,0
3,Da,swan,naive,notEnglish,short,animal,1.3862944
2,Da,frog,naive,notEnglish,short,animal,2.0794415
4,Da,owl,naive,notEnglish,short,animal,1.3862944
5,Da,beaver,naive,notEnglish,long,animal,0
4,Da,woodpecker,naive,notEnglish,long,animal,0
2,Da,mouse,naive,notEnglish,long,animal,1.9459101
4,Da,donkey,naive,notEnglish,long,animal,0
3,Da,mole,naive,notEnglish,short,animal,1.0986123
3,Da,wasp,naive,notEnglish,short,animal,1.3862944
3,Da,orange,naive,notEnglish,long,plant,1.3862944
2,Da,avocado,naive,notEnglish,long,plant,0
5,Da,monkey,naive,notEnglish,long,animal,0
4,Da,potato,naive,notEnglish,long,plant,0
4,Da,gull,naive,notEnglish,short,animal,1.6094379
4,Da,lion,naive,notEnglish,short,animal,1.0986123
2,Da,almond,naive,notEnglish,long,plant,0
3,Da,blueberry,naive,notEnglish,long,plant,0
1,Da,gherkin,naive,notEnglish,long,plant,0
1,Da,cherry,naive,notEnglish,long,plant,0.6931472
1,Da,blackberry,naive,notEnglish,long,plant,0.6931472
3,Da,butterfly,naive,notEnglish,long,animal,0
1,Da,mustard,naive,notEnglish,long,plant,0
3,Da,clove,naive,notEnglish,long,plant,0
2,Da,cucumber,naive,notEnglish,long,plant,0
5,Da,fox,naive,notEnglish,short,animal,1.7917595
4,Da,bunny,naive,notEnglish,long,animal,0
4,Da,pig,naive,notEnglish,short,animal,2.7725887
3,Da,cat,naive,notEnglish,short,animal,2.7725887
2,Da,leek,naive,notEnglish,short,plant,0
8,Da,whale,naive,notEnglish,long,animal,1.0986123
6,Da,camel,naive,notEnglish,long,animal,0.6931472
1,Da,asparagus,naive,notEnglish,long,plant,0
2,An2,frog,naive,notEnglish,short,animal,2.0794415
2,An2,beetroot,naive,notEnglish,long,plant,0
3,An2,leek,naive,notEnglish,short,plant,0
4,An2,owl,naive,notEnglish,short,animal,1.3862944
2,An2,peanut,naive,notEnglish,long,plant,0.6931472
1,An2,walnut,naive,notEnglish,long,plant,0
2,An2,apple,naive,notEnglish,long,plant,1.0986123
2,An2,spider,naive,notEnglish,long,animal,0.6931472
3,An2,swan,naive,notEnglish,short,animal,1.3862944
3,An2,butterfly,naive,notEnglish,long,animal,0
4,An2,goat,naive,notEnglish,short,animal,1.9459101
3,An2,fox,naive,notEnglish,short,animal,1.7917595
1,An2,melon,naive,notEnglish,long,plant,1.0986123
5,An2,donkey,naive,notEnglish,long,animal,0
1,An2,asparagus,naive,notEnglish,long,plant,0
1,An2,pigeon,naive,notEnglish,long,animal,1.0986123
2,An2,bunny,naive,notEnglish,long,animal,0
0,An2,clove,naive,notEnglish,long,plant,0
0,An2,paprika,naive,notEnglish,long,plant,0
0,An2,olive,naive,notEnglish,long,plant,1.0986123
6,An2,horse,naive,notEnglish,long,animal,3.3322045
2,An2,pineapple,naive,notEnglish,long,plant,0
6,An2,moose,naive,notEnglish,long,animal,0
3,An2,banana,naive,notEnglish,long,plant,0
2,An2,lemon,naive,notEnglish,long,plant,0.6931472
6,An2,lion,naive,notEnglish,short,animal,1.0986123
5,An2,pig,naive,notEnglish,short,animal,2.7725887
1,An2,grape,naive,notEnglish,long,plant,1.0986123
1,An2,pear,naive,notEnglish,short,plant,0
0,An2,mustard,naive,notEnglish,long,plant,0
1,An2,ant,naive,notEnglish,short,animal,1.3862944
2,An2,wasp,naive,notEnglish,short,animal,1.3862944
6,An2,sheep,naive,notEnglish,long,animal,2.3025851
3,An2,woodpecker,naive,notEnglish,long,animal,0
2,An2,orange,naive,notEnglish,long,plant,1.3862944
8,An2,vulture,naive,notEnglish,long,animal,0
0,An2,strawberry,naive,notEnglish,long,plant,0
3,An2,dog,naive,notEnglish,short,animal,3.1354942
3,An2,chicken,naive,notEnglish,long,animal,1.0986123
0,An2,mushroom,naive,notEnglish,long,plant,0.6931472
3,An2,monkey,naive,notEnglish,long,animal,0
1,An2,tomato,naive,notEnglish,long,plant,0
1,An2,mole,naive,notEnglish,short,animal,1.0986123
3,An2,badger,naive,notEnglish,long,animal,0.6931472
2,An2,potato,naive,notEnglish,long,plant,0
6,An2,snake,naive,notEnglish,long,animal,1.6094379
7,An2,camel,naive,notEnglish,long,animal,0.6931472
1,An2,radish,naive,notEnglish,long,plant,0.6931472
2,An2,magpie,naive,notEnglish,long,animal,0
1,An2,mouse,naive,notEnglish,long,animal,1.9459101
2,An2,gull,naive,notEnglish,short,animal,1.6094379
7,An2,crocodile,naive,notEnglish,long,animal,0
1,An2,bee,naive,notEnglish,short,animal,1.7917595
2,An2,almond,naive,notEnglish,long,plant,0
3,An2,broccoli,naive,notEnglish,long,plant,0
3,An2,carrot,naive,notEnglish,long,plant,0.6931472
1,An2,gherkin,naive,notEnglish,long,plant,0
8,An2,shark,naive,notEnglish,long,animal,0.6931472
3,An2,avocado,naive,notEnglish,long,plant,0
0,An2,blueberry,naive,notEnglish,long,plant,0
7,An2,dolphin,naive,notEnglish,long,animal,0
5,An2,cat,naive,notEnglish,short,animal,2.7725887
4,An2,beaver,naive,notEnglish,long,animal,0
6,An2,elephant,naive,notEnglish,long,animal,0.6931472
1,An2,apricot,naive,notEnglish,long,plant,0
0,An2,tortoise,naive,notEnglish,long,animal,0
4,An2,goose,naive,notEnglish,long,animal,1.7917595
2,An2,squid,naive,notEnglish,long,animal,0
4,An2,lettuce,naive,notEnglish,long,plant,0
3,An2,squirrel,naive,notEnglish,long,animal,0
1,An2,cherry,naive,notEnglish,long,plant,0.6931472
7,An2,whale,naive,notEnglish,long,animal,1.0986123
4,An2,eagle,naive,notEnglish,long,animal,1.0986123
1,An2,eggplant,naive,notEnglish,long,plant,0
0,An2,hedgehog,naive,notEnglish,long,animal,0
2,An2,kiwi,naive,notEnglish,short,plant,0
2,An2,bat,naive,notEnglish,short,animal,2.1972246
1,An2,blackberry,naive,notEnglish,long,plant,0.6931472
3,An2,stork,naive,notEnglish,long,animal,0
8,An2,reindeer,naive,notEnglish,long,animal,0
4,An2,cucumber,naive,notEnglish,long,plant,0
2,Mn,bat,notNaive,English,short,animal,2.1972246
1,Mn,mouse,notNaive,English,long,animal,1.9459101
5,Mn,goat,notNaive,English,short,animal,1.9459101
3,Mn,pig,notNaive,English,short,animal,2.7725887
2,Mn,bunny,notNaive,English,long,animal,0
0,Mn,cherry,notNaive,English,long,plant,0.6931472
4,Mn,lion,notNaive,English,short,animal,1.0986123
5,Mn,reindeer,notNaive,English,long,animal,0
4,Mn,swan,notNaive,English,short,animal,1.3862944
4,Mn,leek,notNaive,English,short,plant,0
3,Mn,donkey,notNaive,English,long,animal,0
0,Mn,blueberry,notNaive,English,long,plant,0
3,Mn,cucumber,notNaive,English,long,plant,0
6,Mn,horse,notNaive,English,long,animal,3.3322045
5,Mn,sheep,notNaive,English,long,animal,2.3025851
6,Mn,elephant,notNaive,English,long,animal,0.6931472
2,Mn,beaver,notNaive,English,long,animal,0
0,Mn,apricot,notNaive,English,long,plant,0
1,Mn,squirrel,notNaive,English,long,animal,0
2,Mn,potato,notNaive,English,long,plant,0
2,Mn,butterfly,notNaive,English,long,animal,0
2,Mn,beetroot,notNaive,English,long,plant,0
3,Mn,carrot,notNaive,English,long,plant,0.6931472
3,Mn,pigeon,notNaive,English,long,animal,1.0986123
0,Mn,paprika,notNaive,English,long,plant,0
4,Mn,pineapple,notNaive,English,long,plant,0
2,Mn,wasp,notNaive,English,short,animal,1.3862944
2,Mn,orange,notNaive,English,long,plant,1.3862944
5,Mn,melon,notNaive,English,long,plant,1.0986123
3,Mn,pear,notNaive,English,short,plant,0
0,Mn,strawberry,notNaive,English,long,plant,0
2,Mn,spider,notNaive,English,long,animal,0.6931472
3,Mn,monkey,notNaive,English,long,animal,0
5,Mn,fox,notNaive,English,short,animal,1.7917595
1,Mn,clove,notNaive,English,long,plant,0
1,Mn,blackberry,notNaive,English,long,plant,0.6931472
6,Mn,crocodile,notNaive,English,long,animal,0
1,Mn,grape,notNaive,English,long,plant,1.0986123
3,Mn,snake,notNaive,English,long,animal,1.6094379
3,Mn,vulture,notNaive,English,long,animal,0
1,Mn,mustard,notNaive,English,long,plant,0
1,Mn,olive,notNaive,English,long,plant,1.0986123
2,Mn,bee,notNaive,English,short,animal,1.7917595
1,Mn,walnut,notNaive,English,long,plant,0
2,Mn,mole,notNaive,English,short,animal,1.0986123
3,Mn,stork,notNaive,English,long,animal,0
1,Mn,gherkin,notNaive,English,long,plant,0
3,Mn,gull,notNaive,English,short,animal,1.6094379
3,Mn,cat,notNaive,English,short,animal,2.7725887
1,Mn,tomato,notNaive,English,long,plant,0
2,Mn,woodpecker,notNaive,English,long,animal,0
2,Mn,asparagus,notNaive,English,long,plant,0
3,Mn,radish,notNaive,English,long,plant,0.6931472
0,Mn,frog,notNaive,English,short,animal,2.0794415
1,Mn,lemon,notNaive,English,long,plant,0.6931472
1,Mn,broccoli,notNaive,English,long,plant,0
3,Mn,apple,notNaive,English,long,plant,1.0986123
2,Mn,mushroom,notNaive,English,long,plant,0.6931472
0,Mn,peanut,notNaive,English,long,plant,0.6931472
3,Mn,badger,notNaive,English,long,animal,0.6931472
0,Mn,almond,notNaive,English,long,plant,0
4,Mn,camel,notNaive,English,long,animal,0.6931472
3,Mn,chicken,notNaive,English,long,animal,1.0986123
2,Mn,magpie,notNaive,English,long,animal,0
3,Mn,owl,notNaive,English,short,animal,1.3862944
2,Mn,ant,notNaive,English,short,animal,1.3862944
3,Mn,eggplant,notNaive,English,long,plant,0
6,Mn,dolphin,notNaive,English,long,animal,0
6,Mn,shark,notNaive,English,long,animal,0.6931472
3,Mn,lettuce,notNaive,English,long,plant,0
4,Mn,eagle,notNaive,English,long,animal,1.0986123
3,Mn,goose,notNaive,English,long,animal,1.7917595
2,Mn,banana,notNaive,English,long,plant,0
1,Mn,kiwi,notNaive,English,short,plant,0
3,Mn,avocado,notNaive,English,long,plant,0
4,Mn,tortoise,notNaive,English,long,animal,0
5,Mn,dog,notNaive,English,short,animal,3.1354942
4,Mn,hedgehog,notNaive,English,long,animal,0
6,Mn,whale,notNaive,English,long,animal,1.0986123
5,Mn,moose,notNaive,English,long,animal,0
3,Mn,squid,notNaive,English,long,animal,0
1,Toi,spider,notNaive,notEnglish,long,animal,0.6931472
6,Toi,melon,notNaive,notEnglish,long,plant,1.0986123
3,Toi,banana,notNaive,notEnglish,long,plant,0
5,Toi,badger,notNaive,notEnglish,long,animal,0.6931472
5,Toi,butterfly,notNaive,notEnglish,long,animal,0
2,Toi,pigeon,notNaive,notEnglish,long,animal,1.0986123
4,Toi,grape,notNaive,notEnglish,long,plant,1.0986123
5,Toi,broccoli,notNaive,notEnglish,long,plant,0
4,Toi,woodpecker,notNaive,notEnglish,long,animal,0
3,Toi,squid,notNaive,notEnglish,long,animal,0
4,Toi,swan,notNaive,notEnglish,short,animal,1.3862944
3,Toi,mushroom,notNaive,notEnglish,long,plant,0.6931472
3,Toi,asparagus,notNaive,notEnglish,long,plant,0
3,Toi,goose,notNaive,notEnglish,long,animal,1.7917595
2,Toi,vulture,notNaive,notEnglish,long,animal,0
2,Toi,bunny,notNaive,notEnglish,long,animal,0
6,Toi,lion,notNaive,notEnglish,short,animal,1.0986123
4,Toi,leek,notNaive,notEnglish,short,plant,0
3,Toi,mole,notNaive,notEnglish,short,animal,1.0986123
2,Toi,beetroot,notNaive,notEnglish,long,plant,0
3,Toi,frog,notNaive,notEnglish,short,animal,2.0794415
5,Toi,moose,notNaive,notEnglish,long,animal,0
6,Toi,stork,notNaive,notEnglish,long,animal,0
2,Toi,hedgehog,notNaive,notEnglish,long,animal,0
5,Toi,shark,notNaive,notEnglish,long,animal,0.6931472
4,Toi,pear,notNaive,notEnglish,short,plant,0
4,Toi,radish,notNaive,notEnglish,long,plant,0.6931472
6,Toi,horse,notNaive,notEnglish,long,animal,3.3322045
2,Toi,owl,notNaive,notEnglish,short,animal,1.3862944
3,Toi,apricot,notNaive,notEnglish,long,plant,0
3,Toi,snake,notNaive,notEnglish,long,animal,1.6094379
3,Toi,bee,notNaive,notEnglish,short,animal,1.7917595
1,Toi,blueberry,notNaive,notEnglish,long,plant,0
5,Toi,camel,notNaive,notEnglish,long,animal,0.6931472
4,Toi,cucumber,notNaive,notEnglish,long,plant,0
3,Toi,chicken,notNaive,notEnglish,long,animal,1.0986123
6,Toi,crocodile,notNaive,notEnglish,long,animal,0
3,Toi,potato,notNaive,notEnglish,long,plant,0
2,Toi,peanut,notNaive,notEnglish,long,plant,0.6931472
6,Toi,whale,notNaive,notEnglish,long,animal,1.0986123
4,Toi,monkey,notNaive,notEnglish,long,animal,0
2,Toi,beaver,notNaive,notEnglish,long,animal,0
2,Toi,orange,notNaive,notEnglish,long,plant,1.3862944
2,Toi,bat,notNaive,notEnglish,short,animal,2.1972246
0,Toi,ant,notNaive,notEnglish,short,animal,1.3862944
7,Toi,dolphin,notNaive,notEnglish,long,animal,0
6,Toi,elephant,notNaive,notEnglish,long,animal,0.6931472
4,Toi,pig,notNaive,notEnglish,short,animal,2.7725887
3,Toi,magpie,notNaive,notEnglish,long,animal,0
1,Toi,mustard,notNaive,notEnglish,long,plant,0
7,Toi,reindeer,notNaive,notEnglish,long,animal,0
3,Toi,wasp,notNaive,notEnglish,short,animal,1.3862944
2,Toi,mouse,notNaive,notEnglish,long,animal,1.9459101
3,Toi,olive,notNaive,notEnglish,long,plant,1.0986123
6,Toi,sheep,notNaive,notEnglish,long,animal,2.3025851
2,Toi,paprika,notNaive,notEnglish,long,plant,0
4,Toi,avocado,notNaive,notEnglish,long,plant,0
6,Toi,donkey,notNaive,notEnglish,long,animal,0
2,Toi,eggplant,notNaive,notEnglish,long,plant,0
4,Toi,carrot,notNaive,notEnglish,long,plant,0.6931472
5,Toi,cat,notNaive,notEnglish,short,animal,2.7725887
5,Toi,dog,notNaive,notEnglish,short,animal,3.1354942
2,Toi,almond,notNaive,notEnglish,long,plant,0
2,Toi,apple,notNaive,notEnglish,long,plant,1.0986123
5,Toi,lettuce,notNaive,notEnglish,long,plant,0
1,Toi,strawberry,notNaive,notEnglish,long,plant,0
3,Toi,lemon,notNaive,notEnglish,long,plant,0.6931472
2,Toi,walnut,notNaive,notEnglish,long,plant,0
0,Toi,blackberry,notNaive,notEnglish,long,plant,0.6931472
3,Toi,gull,notNaive,notEnglish,short,animal,1.6094379
1,Toi,clove,notNaive,notEnglish,long,plant,0
3,Toi,gherkin,notNaive,notEnglish,long,plant,0
3,Toi,fox,notNaive,notEnglish,short,animal,1.7917595
6,Toi,pineapple,notNaive,notEnglish,long,plant,0
2,Toi,cherry,notNaive,notEnglish,long,plant,0.6931472
4,Toi,tomato,notNaive,notEnglish,long,plant,0
6,Toi,goat,notNaive,notEnglish,short,animal,1.9459101
3,Toi,eagle,notNaive,notEnglish,long,animal,1.0986123
3,Toi,tortoise,notNaive,notEnglish,long,animal,0
